"gene"	"length"	"logfc"	"logcpm"	"F"	"p"	"fdr"	"gene2"	"Cxcr3_Hi_A"	"Cxcr3_Hi_B"	"Cxcr3_Hi_C"	"Cxcr3_Lo_A"	"Cxcr3_Lo_B"	"Cxcr3_Lo_C"
"1110059G10Rik"	3361	-0.0275507452237313	4.55945012766602	0.0340752507714943	0.858810080726267	0.95072726541701	"1110059G10Rik"	4.50869205225899	4.50176157199941	4.60677043414569	4.42472351559975	4.45544870278413	4.81372426007347
"1190007I07Rik"	748	0.134542863088216	4.01854754441621	0.468344287438368	0.515881727218632	0.7842863863253	"1190007I07Rik"	3.64406902248205	3.8420769572712	4.62122840992164	3.91250455349197	3.62794541493588	4.17917317041245
"1300002E11Rik"	3960	-0.132367402792281	5.13358495015163	0.804450233524745	0.399724009233059	0.70461943014351	"1300002E11Rik"	5.01122099291023	5.02151237110955	5.13851975055301	5.33750371596578	4.86049455745703	5.35852911251996
"1500011B03Rik"	1739	0.235034727524415	4.79117921549253	2.36720048000996	0.168040904578545	0.51661120542288	"1500011B03Rik"	4.85130283770385	4.71605822531273	5.07429175217933	4.42472351559975	4.41113016660391	5.09463353144955
"1500012K07Rik"	2626	-0.629383157046332	2.63606134976932	4.64557097884602	0.068293746171099	0.402042335756437	"1500012K07Rik"	2.86542011077743	2.77787305206728	0.735862021635507	3.19571982793193	3.16180937637858	1.96014049207203
"1500015A07Rik"	1865	-0.199834624929072	1.80788009624932	0.183167321439984	0.681595944100378	0.871591274970749	"1500015A07Rik"	2.06386564460764	0.339513406999958	2.12593854511582	2.60936546627307	1.47843071398865	1.17970979286938
"1500026H17Rik"	3035	-0.452088184320932	2.14742822952493	1.11385667883261	0.3264954083091	0.654634381048001	"1500026H17Rik"	1.59270337849171	3.09105845092113	-1.00084026559804	1.15144465447603	3.61683813057104	0.487142629533546
"1600012H06Rik"	2756	0.0616049461873485	3.87383883726766	0.0987021391432918	0.762599757999742	0.911119216306063	"1600012H06Rik"	3.67572606626674	3.8721747742317	4.05616912812898	3.33026822106782	3.71385320838394	4.35421808657546
"1600014C10Rik"	3453	0.256698424418438	3.82941203430904	2.34455533185468	0.169820582098697	0.519048661048364	"1600014C10Rik"	3.81301759632445	3.77196936102288	4.21234563990378	3.52055184397323	3.54833636366222	3.96591577089621
"1600020E01Rik"	681	-0.0178066481056064	4.03564528451442	0.0102090388370218	0.922367802583277	0.972581468487382	"1600020E01Rik"	4.06330557089913	4.03401746531256	3.96275640213521	4.2936046666833	3.77508523628231	4.03012963828429
"1700001G01Rik"	1562	-0.399347741732647	1.95985004994092	1.25542849675597	0.299684370024424	0.631962941768563	"1700001G01Rik"	1.96483894717528	1.85134915502881	1.22666979810157	1.97744624807068	2.96563998554293	1.24300939559697
"1700001J03Rik"	4070	-0.220342069054021	2.73378304262726	0.677824917699158	0.437631809243801	0.733580902821878	"1700001J03Rik"	1.51082224976064	3.91617595077055	0.0729628401516569	1.94984101184995	4.15116312081338	-0.0824664319877603
"1700001L05Rik"	6003	-0.450058891965038	2.68694832739869	2.08016035325073	0.1926681491733	0.54099841450723	"1700001L05Rik"	2.47712031207002	2.24552794651604	2.56038811082815	2.99425619224326	3.29320285592258	2.33898368574492
"1700006A11Rik"	2159	-0.603448850219255	2.27186270454131	2.92989753499672	0.130931422305125	0.47766534338769	"1700006A11Rik"	1.79073684587244	1.85134915502881	2.14607559382046	2.74403785221884	2.89383851831539	1.92196687239669
"1700007F19Rik"	1642	-0.128596742321569	1.96697373547221	0.176387314205725	0.687157143912814	0.875620050433474	"1700007F19Rik"	1.85851080035495	2.33469254517745	1.3705373878647	2.2730882582695	2.49337673372535	1.14698707911448
"1700007L15Rik"	747	0.0542807874745366	2.8921373591574	0.0594017812943244	0.814471557239924	0.933630367362095	"1700007L15Rik"	2.77477753700517	2.55479450702306	3.29648324509561	2.82224062801538	2.44395432254371	3.19762643127235
"1700008J07Rik"	2432	-0.275619961630516	1.73694038070628	0.466080969070757	0.516865853260851	0.784369109378523	"1700008J07Rik"	0.888483306599137	1.72510693451722	2.0637839647595	1.97744624807068	2.00686049467242	1.5488051384278
"1700010I14Rik"	1976	0.16391483185311	3.41484310396836	0.572487614436436	0.474099001770945	0.757424885427676	"1700010I14Rik"	3.48162409026456	3.5571945137507	3.4090852294791	2.95313663183235	3.43906991804882	3.5564807146812
"1700010L04Rik"	4290	-0.490635127095126	2.69950345867642	4.20794466082601	0.0796039286661414	0.416807697617648	"1700010L04Rik"	2.29342534753222	2.8997675805654	1.99883059322666	2.6269032246262	3.5128258446402	2.49013128375804
"1700012I11Rik"	1039	0.230352575528746	2.06477855351062	0.300807520172569	0.600517571643612	0.83051175631196	"1700012I11Rik"	2.27700709107303	2.19879018216223	1.70511000879938	1.7721022832561	3.00024365579604	0.682462592564042
"1700017B05Rik"	6115	0.34070191883333	6.30609748366136	8.30196270947337	0.0237538470733534	0.299040530555029	"1700017B05Rik"	6.58643569701948	6.24535984057509	6.51060762405835	6.47849406111381	5.72122621777144	6.11741435806762
"1700017N19Rik"	2126	-0.301917747654613	1.73353290932894	0.768786374953771	0.409832339439378	0.710794681693279	"1700017N19Rik"	1.56592272496591	1.69174149491916	1.43742597816242	2.20466153009429	2.19785420582239	1.14698707911448
"1700019D03Rik"	4304	-0.558826254462458	2.97811114771092	3.83580638422385	0.0912531615200645	0.432430251503486	"1700019D03Rik"	2.62714953242476	3.45151945531457	0.934176242726338	2.53700142883011	4.34535877668592	1.77979522152725
"1700019J19Rik"	970	-0.543834695546931	1.90681627847675	2.43971162272838	0.162511613277928	0.51150583046008	"1700019J19Rik"	0.888483306599137	1.85134915502881	1.97651294694034	1.7721022832561	2.69694870998998	1.86274303349379
"1700023F02Rik"	1318	-0.651287326089856	1.72259226335333	4.50784398589704	0.0716103267227062	0.407238815075815	"1700023F02Rik"	1.45353348309482	1.88125613844696	0.625447009105822	2.13282703611406	2.5411620096796	1.14698707911448
"1700025G04Rik"	11114	-0.0295593629339991	2.16323793751747	0.00518967891374565	0.944596851697862	0.981671117390647	"1700025G04Rik"	1.29949109589387	3.01216070830292	1.56256196560312	2.25063803359839	2.98304556619947	0.682462592564042
"1700028E10Rik"	2718	-0.298970567019067	2.49104568201431	1.10787972333335	0.327706162550477	0.65569316220473	"1700028E10Rik"	1.6951153640216	3.14135745576396	1.85943230725949	2.46081512439551	3.27918074072548	1.8424488836218
"1700029J07Rik"	4450	-0.272795408367272	2.39759618594142	1.04562463882168	0.340736162252475	0.663760791318559	"1700029J07Rik"	2.24359918500665	2.62717861561289	1.78433361974489	2.64423034761666	3.01723914309237	1.77979522152725
"1700029M20Rik"	2963	-0.632507631810855	2.09049987002574	3.55760917034048	0.101484079197417	0.446582882493675	"1700029M20Rik"	1.81368374843237	1.11923324503608	2.16593543563519	2.05722747979113	2.41859336797922	2.54139132251817
"1700030K09Rik"	2703	-0.248702279228521	3.82310299476168	1.29677026071956	0.292475639053081	0.625673497859551	"1700030K09Rik"	3.63120910762388	4.03401746531256	3.36681037717847	3.63764251089905	4.00546616779997	4.12139002845217
"1700030L22Rik"	18522	-0.725590356921079	2.07947319622746	5.84232010398189	0.0464852026109855	0.360906259704641	"1700030L22Rik"	1.01267220226809	2.51719337479606	1.10849522758947	1.97744624807068	3.27918074072548	1.47162403689887
"1700037C18Rik"	1097	1.11585681538898	2.04028508145093	4.85652098960023	0.0635956794349881	0.392718567949452	"1700037C18Rik"	1.81368374843237	2.02214309406891	3.20346091033171	1.94984101184995	0.950922262087095	0.933340799344809
"1700037H04Rik"	1975	0.321708816051558	4.61493341802335	5.07974329539006	0.0590767018119104	0.386971819902742	"1700037H04Rik"	4.66512767903777	4.56301347714048	5.02349161703787	4.45939782414711	4.18915338198076	4.64236207102615
"1700048O20Rik"	1848	0.445551283486213	3.58026818321218	5.19914061060768	0.0568321333819051	0.383190862202793	"1700048O20Rik"	3.73702945102209	3.71498383957319	3.8567775349809	3.13573046970098	3.14644309138893	3.68740540550403
"1700066M21Rik"	4239	0.381515197373069	3.4662578149578	1.55591375147804	0.252595592351196	0.594300983025222	"1700066M21Rik"	3.82999917658006	3.52913311698037	3.43386802906604	2.791466312621	2.96563998554293	3.86389557113299
"1700071M16Rik"	2504	0.00132215139244759	2.86413843406182	3.13065428615271e-05	0.995692666401361	0.998158821898074	"1700071M16Rik"	2.5196087633418	3.45151945531457	2.02080825135281	2.4211581244883	3.97968587311952	1.52353412212183
"1700074P13Rik"	2354	-0.769197294513908	1.89883881831415	4.02746841094627	0.0849903480249247	0.422650905054574	"1700074P13Rik"	0.548856042151318	2.84010730509641	0.305596984675291	1.45617699731695	2.87531556012834	1.69178582654468
"1700086O06Rik"	1931	0.0180569305984649	1.41014734157326	0.00267362605609341	0.960214701549517	0.986541931350122	"1700086O06Rik"	1.16319766742907	1.39276113215381	1.64976922917973	1.60518180836916	1.0859281030367	1.44495134336012
"1700086P04Rik"	7323	-0.524798087181688	1.85016585035536	3.04607971804881	0.124686699655591	0.471399880483631	"1700086P04Rik"	1.16319766742907	2.43891690003007	0.681710568483165	1.67428424812981	2.96563998554293	1.14698707911448
"1700093K21Rik"	3156	-0.418724583111373	2.65203388247281	2.72133621299793	0.143246407417306	0.488231466102203	"1700093K21Rik"	1.71962143484481	3.6642809940398	0.154747082738412	2.20466153009429	4.00546616779997	0.53850709743318
"1700094D03Rik"	3085	-0.1319648854138	3.06166991020466	0.361850819842842	0.566548412124986	0.810715884893517	"1700094D03Rik"	3.11674390133669	3.11642714916088	2.74335044903613	3.08587565849453	3.16180937637858	3.11544168039418
"1700096K18Rik"	1449	0.185620445325039	1.75356300857553	0.233983536375582	0.643432326474984	0.852185189471631	"1700096K18Rik"	1.53863552613552	2.04874165276559	1.73200417120127	0.886113147023697	1.47843071398865	2.32442417671606
"1700123M08Rik"	1066	-0.415453617837772	1.49463677946622	1.45806106548301	0.266664647453271	0.606157155940796	"1700123M08Rik"	1.16319766742907	1.3506247437504	1.33589301180376	1.70763263608899	2.073374412196	1.27364727225973
"1700123O20Rik"	1891	0.126491518548081	5.98252249195456	1.47031527079284	0.264841438284593	0.604694274495139	"1700123O20Rik"	6.04267358529217	5.84545011482601	6.2201612134712	5.91019719977182	5.74437617927133	6.07564356233959
"1700124M09Rik"	238	-0.0776076310557055	2.05220506128764	0.0511575356965427	0.827559555190447	0.938550983056715	"1700124M09Rik"	2.08288068920806	2.19879018216223	1.56256196560312	2.2730882582695	2.77895615057061	0.971218549712848
"1700125H20Rik"	4131	-0.397964387463778	1.64073675084645	1.27394345347101	0.296423657674711	0.629744681256741	"1700125H20Rik"	1.05180135667594	2.02214309406891	1.02396697743694	0.886113147023697	2.41859336797922	1.88275566445514
"1810010H24Rik"	3417	-0.466789098751342	1.36888251048091	1.80828254862227	0.220882221622717	0.567467818554119	"1810010H24Rik"	1.53863552613552	0.250655612144325	1.2640038976216	1.64014672368098	0.878365733576974	1.90249448018092
"1810013D15Rik"	2218	-0.180158790496216	1.38114994704684	0.217992573360449	0.654836015224799	0.858529106124434	"1810013D15Rik"	1.05180135667594	1.93927208725939	0.566899873060955	1.7721022832561	2.13695645118046	0.0649477617090032
"1810013L24Rik"	4074	-0.110969466592778	4.95883326854578	0.347319844509624	0.574256348800948	0.814795216057114	"1810013L24Rik"	4.85130283770385	5.37153872480343	4.4084810925144	5.11322967904351	4.98665786670095	4.85736081092945
"1810014B01Rik"	1620	-0.10690153792846	3.83571716991836	0.401302147136178	0.54666121098721	0.799504719682513	"1810014B01Rik"	3.73101501379562	3.78784589478034	3.81964764260766	3.76981712814638	3.86232005292597	4.02112936997315
"1810020O05Rik"	10392	-0.804133067349493	2.42574902587639	7.63861533749452	0.0281011375732987	0.312074695629382	"1810020O05Rik"	2.04459662629319	2.91430497281056	-0.0137377243673555	2.51832870426561	3.67153865839151	1.17970979286938
"1810021M19Rik"	5388	0.423100293449403	2.27362007537582	1.25699078582895	0.29940717417537	0.631962941768563	"1810021M19Rik"	1.92324326269618	2.60942020630498	2.75650841608304	2.35955062003009	2.13695645118046	1.57364110377751
"1810030O07Rik"	3516	0.116004286342806	6.18976372236147	1.2367576280407	0.303026955951845	0.633299676623302	"1810030O07Rik"	6.18256206209847	6.13797368684298	6.39336131814517	6.06456835123996	5.92633229945346	6.37311238781558
"1810034E14Rik"	1802	0.128807930167243	2.64669931073495	0.189486678772276	0.676523097226995	0.868921589291566	"1810034E14Rik"	2.4914226159398	2.59144047825496	2.96357917318188	2.98067947745851	2.19785420582239	2.47702655146509
"1810037I17Rik"	976	0.0997767239979001	6.78379719025062	1.06384141545702	0.336842309563152	0.660078594172308	"1810037I17Rik"	6.64837841034119	6.61819691113341	7.17546107468451	6.66087456545306	6.51922963288048	6.96407795563537
"1810041H14Rik"	764	0.206740748764115	2.19927265062979	0.543394464826031	0.485130349965601	0.765351748632744	"1810041H14Rik"	1.88041259938236	1.93927208725939	2.85766300198177	1.8032879773003	1.86385974540512	2.43698262730645
"1810055G02Rik"	2352	0.356892847082095	3.61802605754791	3.52591498387354	0.102745033258562	0.447751732586465	"1810055G02Rik"	3.79583374718012	3.51011762767203	4.00195563881413	3.54842849920855	3.30708999554673	3.40557801175467
"1810058I24Rik"	1165	-0.0082757153330957	5.71398909263005	0.00531699106252602	0.943922758872412	0.981266306363068	"1810058I24Rik"	5.56999675796902	5.42835106709065	6.06487556496925	5.64133675888466	5.48204991287141	5.96735598545565
"2010204K13Rik"	946	0.0988199226644472	1.48762955660903	0.0664959984037049	0.803966646741135	0.930030695603959	"2010204K13Rik"	1.56592272496591	0.96019185351394	1.93081443999432	1.45617699731695	1.57341686048792	1.24300939559697
"2010315B03Rik"	2786	-0.14128050129135	4.52859419013005	0.686278015813135	0.434916094537325	0.732001381492497	"2010315B03Rik"	4.45497050340151	4.25570497248859	4.6140175332927	4.26027987769639	4.65323785044875	4.83442360986169
"2210016F16Rik"	2822	0.284901612505002	6.68558003790945	1.73868485015598	0.229034328672682	0.572727325680003	"2210016F16Rik"	6.91561205229362	6.77875024737188	6.66511844719821	6.76651505630895	5.80190274665704	6.91268833152385
"2210016L21Rik"	1388	0.12236295098791	5.15123857029157	0.828755743841222	0.393066273580677	0.699607592856373	"2210016L21Rik"	5.04069623631452	4.97025563575615	5.5414801006909	5.09759100414288	4.69608464274268	5.38858301736316
"2210408I21Rik"	20413	-0.0128356765990847	3.47697909395124	0.00348738856148441	0.954568702319166	0.985670984550864	"2210408I21Rik"	3.29853960691565	3.6642809940398	3.34954737293366	3.06028694935212	4.08821791396703	3.19762643127235
"2210414B05Rik"	874	-0.335226032803705	2.57180327177681	1.37351334480364	0.279757617420076	0.614087637092951	"2210414B05Rik"	2.22660057587095	2.35614848458185	2.53006074813534	2.89642142310977	2.13695645118046	3.01021064925924
"2300009A05Rik"	598	0.148306220005861	2.61750274724484	0.097324262177777	0.764202129783394	0.911859782110775	"2300009A05Rik"	2.87636025149216	2.85525525934662	2.04245612486571	3.12342734899197	1.14897114121584	2.78416021327492
"2310001H17Rik"	769	0.228036899210442	3.98113094772487	1.52311762538694	0.257188713631559	0.598248820575478	"2310001H17Rik"	3.66314648337099	3.8721747742317	4.58849179878121	3.76981712814638	3.50079207766251	4.17917317041245
"2310002F09Rik"	2554	-0.298161744628662	2.42470815476911	0.867574872256742	0.382798809847472	0.692823296320338	"2310002F09Rik"	2.24359918500665	2.29079897946721	2.18552559910694	2.51832870426561	3.19205949096763	1.88275566445514
"2310009B15Rik"	571	0.0770868020030947	3.92379637624352	0.165685060975731	0.696201819351186	0.879785456996334	"2310009B15Rik"	3.58527464211702	3.795719119605	4.41264297606158	3.66336529981602	3.92670066644929	3.99378669031165
"2310011J03Rik"	1659	0.286561277614945	6.59398759509779	5.84901333414061	0.0463910786332651	0.360906259704641	"2310011J03Rik"	6.60628537383568	6.49183240346275	7.05149602434862	6.4821120669589	6.31447281330318	6.49756776935417
"2310015A10Rik"	4845	-0.246225310195701	2.72852021338547	1.00106077421647	0.350559980464879	0.668980333275912	"2310015A10Rik"	1.96483894717528	2.76188577676821	2.96357917318188	2.44112288228631	3.05064101984264	2.94508359096738
"2310016D23Rik"	1274	-0.22799971107281	1.53368622600161	0.239526867007043	0.639593712841841	0.849872454524046	"2310016D23Rik"	0.493087035700238	2.39812617109952	0.505875922054523	1.56934839693537	2.71789171682724	-0.432005229743896
"2310022A10Rik"	2976	0.13649235623544	5.48079036642075	1.15709969678337	0.31793459604699	0.647709815728709	"2310022A10Rik"	5.52551694694981	5.23344011496508	5.83611047951697	5.45997711169262	5.22475049358284	5.50774441860511
"2310033P09Rik"	1243	0.201354575571131	5.50510934706205	2.41002222076307	0.164744928762071	0.513595215854644	"2310033P09Rik"	5.49744712052268	5.38725619236696	5.88635476856353	5.44522457592151	5.26087503097412	5.46689946554829
"2310039H08Rik"	773	0.0119085573532069	3.79408507388904	0.00467337077260045	0.9474198271298	0.982862275926173	"2310039H08Rik"	3.59192693165329	3.44151744819292	4.24538824614112	3.57577669929946	3.57153356825414	4.10870097805656
"2310057M21Rik"	5383	-0.251941912054527	4.91854271728483	3.16450336299605	0.118727509833292	0.464226857382945	"2310057M21Rik"	4.7597400515057	4.8506391446911	4.73528156864945	4.84755688172549	5.29263136001118	4.95982809853153
"2310061I04Rik"	2130	0.139980597840976	4.09743434214025	0.792104113937647	0.403176580554298	0.707231328193014	"2310061I04Rik"	4.05369949084691	3.89434310658822	4.47765030375544	3.87630192142814	3.8338238725246	4.30315557329444
"2310067E19Rik"	8036	-0.284777409378985	2.40190701056843	1.13012761150525	0.323233666315532	0.651804714167377	"2310067E19Rik"	1.76741905231726	3.248501150246	0.934176242726338	2.22783292427855	3.48865709007858	1.0441151455037
"2310075K07Rik"	1944	-0.619049379732941	2.00859882152644	4.15335395228447	0.081184281260554	0.418423298791064	"2310075K07Rik"	1.6189959509577	1.78960844878824	1.62128186676472	2.2951944744241	2.67569719825459	1.86274303349379
"2410002F23Rik"	2514	0.176307534548702	5.5587304844274	2.12814348109329	0.188218128073561	0.536188809228594	"2410002F23Rik"	5.75326741438294	5.40280426946226	5.7283780432137	5.57286215456355	5.09067705068627	5.68773086841852
"2410003I16Rik"	3680	0.0265751758492481	2.10453248040237	0.00409110673637208	0.950798828214048	0.984505240880067	"2410003I16Rik"	1.45353348309482	2.60942020630498	1.46974216118503	1.28999110745393	3.52476006565946	0.487142629533546
"2410004B18Rik"	1709	0.219701357238505	5.81805006130139	3.26531335084746	0.113952593139383	0.459900978465101	"2410004B18Rik"	6.03292867330699	5.70827674722716	5.98047899539375	5.85731613782526	5.285634560319	5.91365547352222
"2410006H16Rik"	461	0.041791754900396	6.38276151909078	0.10292734906114	0.757762287485327	0.90918860226151	"2410006H16Rik"	6.46486437086098	5.92477541835567	6.71820419689735	6.66512477946058	5.94865208221542	6.37134285054948
"2410141K09Rik"	3038	-0.293528838356691	2.23230303766858	0.459734054167658	0.519644819792826	0.785632420464194	"2410141K09Rik"	2.20939928955291	1.72510693451722	2.10551644124722	2.661351834883	2.9480218459561	1.27364727225973
"2500004C02Rik"	1898	-0.118400744302699	2.75899607279207	0.264964418647939	0.622667503008213	0.841438424855499	"2500004C02Rik"	2.73926247512903	2.72936971356411	2.63352939114661	2.80693552512763	2.83754054840264	2.80528499256614
"2510002D24Rik"	3202	0.14198277532465	5.72073405081891	1.40090703634187	0.27541443981591	0.609377487748713	"2510002D24Rik"	5.62616733427003	5.67451517718638	6.04356397619631	5.54545812096499	5.65218303908977	5.72562151103146
"2510009E07Rik"	5164	-0.0376565642872559	4.68971295586029	0.0130538007089842	0.912262935754821	0.967743192294576	"2510009E07Rik"	4.65563357210448	4.81621853088513	4.36618827157635	4.71033876936171	3.87169505799312	5.30576990645777
"2510022D24Rik"	1468	0.485605037459028	3.80490632613546	2.34165391873054	0.170050473603877	0.519502913321657	"2510022D24Rik"	3.83561557289514	4.11805367375703	4.00746958673644	4.04234117003473	2.65412795658183	3.70998410328871
"2510039O18Rik"	4398	-0.0636986459206097	2.74568031460319	0.0653845853442534	0.805571254192574	0.930581618436925	"2510039O18Rik"	2.75119823538411	2.29079897946721	3.01922629105289	2.92505770797032	2.58741514316525	2.76272151034287
"2600014E21Rik"	15296	0.0120565832559353	3.43564381365491	0.00161742536601001	0.969049205480263	0.990801230229766	"2600014E21Rik"	3.02140151097229	4.13677069789088	2.24274886101145	3.43353650498475	4.49238167542093	1.27364727225973
"2610001J05Rik"	3177	0.0774754154129974	6.07724048940725	0.553815600601433	0.481126150905786	0.762716322037977	"2610001J05Rik"	6.11489014949705	5.92118099486977	6.28061435957579	5.97154080345135	5.84775333437411	6.26480830623014
"2610002M06Rik"	5842	-0.0344872632906582	4.28827338881737	0.038166637414364	0.850689511134365	0.948364493171435	"2610002M06Rik"	4.32124684164507	4.16743602737329	4.27769097869988	4.35803020892285	3.89026426042679	4.60067916435579
"2610005L07Rik"	4009	-0.324521623011526	3.84603286583233	1.81041868074273	0.220638549927116	0.567231221123135	"2610005L07Rik"	4.27652395258241	3.34823481968602	3.27835243099728	3.99585498547222	4.12787931168274	3.77031302106654
"2610008E11Rik"	4229	-0.627887583170529	3.6570078507327	7.06381443406559	0.0327417176608557	0.323896070100337	"2610008E11Rik"	3.54470358821216	2.76188577676821	3.4900908265408	3.60261610781285	3.72424072931517	4.34703316336082
"2610020C07Rik"	2156	-0.197470118098478	1.74451935957236	0.412875719262886	0.541092574259124	0.796214822790434	"2610020C07Rik"	1.71962143484481	1.69174149491916	1.53228074839912	1.7721022832561	2.10551567450083	1.64568232598592
"2610027F03Rik"	9568	-0.779818457871384	1.97787904271861	3.61354844439668	0.0993084609062633	0.442808831349741	"2610027F03Rik"	0.972452119456742	2.19879018216223	0.566899873060955	1.89299350837286	3.59436367797123	0.261175962481127
"2610035D17Rik"	1848	-0.2949513476925	5.74739853765422	5.06792935866327	0.0593050840751697	0.386971819902742	"2610035D17Rik"	5.71416646724896	5.09354078249243	5.87734863678226	5.76924527336309	5.613590374156	6.19148934362972
"2610037D02Rik"	3631	-1.1601201836104	1.61901829761403	12.4739963839008	0.00966333609034621	0.240581404316071	"2610037D02Rik"	0.931078528754279	1.54998248260561	0.154747082738412	1.7721022832561	2.91212666925625	1.24300939559697
"2610044O15Rik8"	1776	-0.356736190313486	3.40819691523685	3.30510690590312	0.112138682854725	0.45813257500004	"2610044O15Rik8"	3.23195684712941	2.88508220914001	3.48219190350312	3.42353603065988	3.42640216372195	3.81786295944056
"2610206C17Rik"	1717	-0.732995593703613	1.52784799672433	3.75291328658994	0.0941520302230903	0.435157474760292	"2610206C17Rik"	0.972452119456742	2.12571577694311	-0.0137377243673555	1.70763263608899	2.25628517324476	1.30364801300992
"2610301B20Rik"	2369	-0.177840004238519	4.42662306341852	1.24642017724145	0.301290196308972	0.632808098202146	"2610301B20Rik"	4.15600432262484	4.30618515823734	4.51684094421827	4.54491216599125	4.2693691572353	4.68857011438228
"2610306M01Rik"	1034	0.214074139484993	1.73175527200217	0.38000727154784	0.557214904765503	0.805377649312123	"2610306M01Rik"	1.29949109589387	1.69174149491916	2.2977887380737	1.64014672368098	1.02000381924716	1.97885508742644
"2610318N02Rik"	1668	0.329290571411198	5.68275538491342	7.02518701359054	0.0330882702913562	0.324675686630322	"2610318N02Rik"	5.90387927648047	5.52624137388329	6.04624520499386	5.58637140879042	5.37734317178215	5.53329108700381
"2610507B11Rik"	8147	0.0658694483780825	6.87724105598758	0.183416317036809	0.681394082778231	0.871585313715593	"2610507B11Rik"	6.87732372273774	7.01964511075867	6.79194646314022	6.58214846177211	6.71812698126097	7.18918576666877
